0.59902,0.20956,-0.00075702,-0.033552,0.090271,-0.030846,-0.13634,0.010737,0.014573,-0.033131,-0.0012567,-0.017302,0
0.60501,0.17699,0.0056198,-0.33813,0.090271,-0.10561,-0.13634,0.28637,-0.85394,-0.53602,-0.77265,-0.61731,0
0.6122,0.14475,0.012071,-0.35127,0.090271,-0.18113,-0.13634,0.27019,-1.7267,-1.0208,-1.529,-1.2185,0
0.60862,0.14398,0.0089002,-0.35681,0.91314,-1.7769,0.56481,0.25787,-1.6472,-1.1327,-1.5074,-1.2724,0
0.61784,0.10627,0.017187,-0.37565,0.91314,-1.9223,0.64115,0.24667,-2.6903,-1.6774,-2.4011,-1.9666,0
0.62544,0.073088,0.024021,-0.39289,0.91314,-2.0324,0.68499,0.23609,-3.5943,-2.1705,-3.1819,-2.5828,0
0.63193,0.042748,0.029864,-0.40893,0.91314,-2.1181,0.70709,0.22592,-4.4086,-2.6336,-3.891,-3.1512,0
0.63758,0.014411,0.03495,-0.42397,0.91314,-2.1849,0.71275,0.21607,-5.158,-3.0773,-4.5489,-3.6864,0
0.64253,-0.0124,0.039415,-0.43815,0.91314,-2.2358,0.70508,0.20651,-5.8566,-3.5076,-5.1672,-4.197,0
0.64688,-0.037969,0.04334,-0.45155,0.91314,-2.2732,0.68623,0.19719,-6.5128,-3.928,-5.7529,-4.6879,0
0.65068,-0.062468,0.046773,-0.46424,0.91314,-2.2987,0.65777,0.18809,-7.1316,-4.3407,-6.3101,-5.1622,0
0.65396,-0.085992,0.049742,-0.47624,0.91314,-2.3137,0.621,0.1792,-7.716,-4.7468,-6.8412,-5.6216,0
0.65674,-0.10859,0.052257,-0.48757,0.91314,-2.3193,0.57701,0.1705,-8.2672,-5.1471,-7.3474,-6.0669,0
0.65901,-0.13028,0.054317,-0.49824,0.91314,-2.3166,0.52677,0.16197,-8.7855,-5.5419,-7.829,-6.4985,0
0.66076,-0.15105,0.055916,-0.50824,0.91314,-2.3066,0.47116,0.15362,-9.2707,-5.9313,-8.2857,-6.9163,0
0.66199,-0.17088,0.057043,-0.51755,0.91314,-2.29,0.41095,0.14543,-9.722,-6.3153,-8.7171,-7.3202,0
0.66268,-0.18976,0.057684,-0.52618,0.91314,-2.2677,0.34685,0.13741,-10.138,-6.6936,-9.1223,-7.7096,0
0.66281,-0.20764,0.057828,-0.5341,0.91314,-2.2403,0.27947,0.12954,-10.519,-7.066,-9.5008,-8.0841,0
0.66237,-0.22451,0.057465,-0.54131,0.91314,-2.2085,0.20938,0.12183,-10.863,-7.4322,-9.8518,-8.4433,0
0.66137,-0.24033,0.056588,-0.54779,0.91314,-2.1728,0.13703,0.11427,-11.169,-7.7919,-10.175,-8.7867,0
0.6542,-0.24537,0.050195,-0.54797,0.99794,-2.1375,-0.018121,0.10686,-11.083,-8.0907,-10.204,-8.9693,0
0.65187,-0.25836,0.048139,-0.55285,0.99794,-2.0932,-0.095847,0.099611,-11.294,-8.4263,-10.453,-9.2672,0
0.64896,-0.27019,0.045554,-0.55698,0.99794,-2.0459,-0.17515,0.09251,-11.465,-8.7534,-10.671,-9.547,0
0.64546,-0.28083,0.042446,-0.56039,0.99794,-1.9957,-0.25593,0.085562,-11.595,-9.0713,-10.858,-9.8082,0
0.64139,-0.29028,0.038821,-0.56307,0.99794,-1.9427,-0.33812,0.078767,-11.685,-9.3794,-11.014,-10.05,0
0.63674,-0.29849,0.034689,-0.56502,0.99794,-1.8869,-0.42181,0.072127,-11.733,-9.677,-11.138,-10.273,0
0.63154,-0.30545,0.030053,-0.56627,0.99794,-1.8282,-0.50714,0.065641,-11.74,-9.9632,-11.229,-10.474,0
0.62578,-0.3111,0.024919,-0.56681,0.99794,-1.7663,-0.59443,0.059312,-11.704,-10.237,-11.286,-10.655,0
0.61936,-0.31522,0.019186,-0.56652,0.99888,-1.7004,-0.68549,0.05314,-11.618,-10.496,-11.304,-10.81,0
0.61313,-0.31918,0.013635,-0.56628,0.99317,-1.6332,-0.77005,0.047127,-11.534,-10.747,-11.321,-10.96,0
0.60711,-0.323,0.0082647,-0.56608,0.98198,-1.5653,-0.84872,0.041273,-11.453,-10.989,-11.337,-11.105,0
0.6013,-0.32668,0.0030758,-0.56593,0.96631,-1.4972,-0.9221,0.03558,-11.374,-11.223,-11.353,-11.244,0
0.59568,-0.33023,-0.0019328,-0.56583,0.94698,-1.4292,-0.99073,0.030049,-11.298,-11.449,-11.368,-11.379,0
0.59026,-0.33365,-0.0067626,-0.56576,0.92466,-1.3615,-1.0551,0.024679,-11.224,-11.667,-11.382,-11.509,0
0.58505,-0.33695,-0.011416,-0.56572,0.89988,-1.2942,-1.1157,0.019473,-11.153,-11.876,-11.396,-11.634,0
0.58002,-0.34013,-0.015895,-0.56573,0.8731,-1.2275,-1.1728,0.014429,-11.085,-12.078,-11.409,-11.754,0
0.57519,-0.3432,-0.020203,-0.56576,0.84466,-1.1613,-1.2268,0.0095491,-11.02,-12.273,-11.422,-11.871,0
0.57055,-0.34616,-0.024342,-0.56582,0.81483,-1.0957,-1.2781,0.0048324,-10.958,-12.46,-11.435,-11.982,0
0.5661,-0.34902,-0.028316,-0.5659,0.78384,-1.0306,-1.3268,0.00027886,-10.898,-12.64,-11.447,-12.09,0
0.56182,-0.35177,-0.032128,-0.566,0.75184,-0.96603,-1.3734,-0.004112,-10.841,-12.813,-11.46,-12.194,0
0.55773,-0.35443,-0.035781,-0.56612,0.71895,-0.90182,-1.4179,-0.0083408,-10.787,-12.979,-11.472,-12.293,0
0.5538,-0.357,-0.039279,-0.56625,0.68524,-0.83784,-1.4607,-0.012408,-10.735,-13.138,-11.484,-12.389,0
0.55005,-0.35948,-0.042625,-0.5664,0.65075,-0.77392,-1.502,-0.016316,-10.687,-13.291,-11.497,-12.482,0
0.54647,-0.36189,-0.045821,-0.56655,0.61544,-0.70982,-1.5419,-0.020065,-10.641,-13.438,-11.509,-12.57,0
0.54305,-0.36422,-0.048869,-0.56672,0.57926,-0.64523,-1.5809,-0.023657,-10.598,-13.579,-11.522,-12.656,0
0.53979,-0.36649,-0.051771,-0.56689,0.54204,-0.57971,-1.6192,-0.027094,-10.559,-13.714,-11.535,-12.738,0
0.5367,-0.3687,-0.054528,-0.56707,0.50355,-0.51268,-1.6572,-0.030377,-10.522,-13.844,-11.548,-12.818,0
0.53378,-0.37088,-0.057137,-0.56727,0.46338,-0.44326,-1.6954,-0.033509,-10.489,-13.969,-11.563,-12.895,0
0.53102,-0.37304,-0.059589,-0.5675,0.42086,-0.37009,-1.7344,-0.036492,-10.461,-14.088,-11.579,-12.97,0
0.52847,-0.37524,-0.061869,-0.56778,0.37479,-0.2909,-1.7754,-0.039329,-10.439,-14.203,-11.598,-13.044,0
0.52616,-0.37758,-0.063926,-0.56816,0.32283,-0.20141,-1.8203,-0.042022,-10.426,-14.314,-11.623,-13.117,0
0.52427,-0.38037,-0.065606,-0.56882,0.25957,-0.092527,-1.8729,-0.044574,-10.434,-14.424,-11.662,-13.196,0
0.52373,-0.38518,-0.066081,-0.57069,0.1736,0.046929,-1.9329,-0.046987,-10.521,-14.539,-11.757,-13.303,0
0.52451,-0.39204,-0.065376,-0.57374,0.20448,-0.082925,-1.84,-0.049266,-10.686,-14.663,-11.91,-13.439,0
0.52404,-0.39681,-0.065789,-0.57542,0.10741,0.079984,-1.9115,-0.051414,-10.774,-14.776,-12.006,-13.544,0
0.52354,-0.40142,-0.066235,-0.57693,0.16868,-0.096279,-1.8018,-0.053432,-10.858,-14.886,-12.097,-13.647,0
0.52251,-0.40505,-0.067152,-0.57779,0.072472,0.073755,-1.8806,-0.055325,-10.907,-14.99,-12.163,-13.734,0
0.52196,-0.40933,-0.067632,-0.57902,0.1465,-0.12828,-1.7572,-0.057097,-10.982,-15.095,-12.247,-13.83,0
0.52028,-0.41165,-0.069134,-0.57899,0.068021,0.014125,-1.8253,-0.058749,-10.986,-15.189,-12.278,-13.897,0
0.52568,-0.42528,-0.064291,-0.58593,0.11588,-0.21556,-1.6474,-0.060287,-11.418,-15.33,-12.623,-14.125,0
0.52336,-0.42674,-0.06637,-0.58503,0.063609,-0.12097,-1.6934,-0.061713,-11.387,-15.424,-12.629,-14.181,0
0.52115,-0.42817,-0.068336,-0.58415,-0.017492,0.034767,-1.7713,-0.063031,-11.357,-15.513,-12.636,-14.235,0
0.51882,-0.42917,-0.070417,-0.58303,0.21346,-0.47706,-1.4935,-0.064245,-11.316,-15.597,-12.632,-14.281,0
0.51677,-0.43034,-0.072255,-0.58209,0.1822,-0.42897,-1.5131,-0.065358,-11.285,-15.677,-12.634,-14.327,0
0.5148,-0.43144,-0.074014,-0.58114,0.15023,-0.37953,-1.5331,-0.066373,-11.255,-15.753,-12.636,-14.372,0
0.51291,-0.43247,-0.075699,-0.58018,0.11723,-0.32796,-1.5539,-0.067294,-11.226,-15.825,-12.638,-14.413,0
0.5111,-0.43342,-0.077319,-0.5792,0.082641,-0.27299,-1.5764,-0.068124,-11.197,-15.894,-12.638,-14.453,0
0.50935,-0.43427,-0.078883,-0.57819,0.045462,-0.21231,-1.6017,-0.068868,-11.168,-15.959,-12.638,-14.49,0
0.50764,-0.43499,-0.080416,-0.57714,0.0035563,-0.14096,-1.6327,-0.069527,-11.137,-16.02,-12.635,-14.523,0
0.50585,-0.43542,-0.082012,-0.57594,-0.049257,-0.044183,-1.6781,-0.070106,-11.098,-16.077,-12.624,-14.551,0
0.50238,-0.43289,-0.085118,-0.57297,-0.14177,0.16319,-1.7941,-0.070608,-10.951,-16.118,-12.534,-14.535,0
0.5009,-0.43328,-0.08644,-0.57192,-0.11617,0.089686,-1.7473,-0.071037,-10.92,-16.166,-12.526,-14.559,0
0.4991,-0.43297,-0.088051,-0.57048,-0.06973,-0.022909,-1.6819,-0.071394,-10.865,-16.208,-12.5,-14.572,0
0.49478,-0.42829,-0.09192,-0.56645,-0.12672,0.12439,-1.7729,-0.071684,-10.65,-16.226,-12.355,-14.52,0
0.49359,-0.42838,-0.092978,-0.5655,-0.10349,0.055915,-1.7282,-0.071909,-10.62,-16.259,-12.345,-14.535,0
0.49178,-0.42728,-0.094598,-0.56385,-0.056721,-0.053013,-1.6664,-0.072073,-10.548,-16.285,-12.302,-14.531,0
0.49009,-0.42616,-0.096116,-0.56226,-0.10626,0.044467,-1.7146,-0.072177,-10.478,-16.307,-12.26,-14.525,0
